Orphanet;MeSH;OMIM;MedDRA;UMLS;ICD-10
ORPHA:3463;D014929;604928;-;C0043207;E13.8
ORPHA:3464;C536742;241080;-;C0342286;Q87.8
ORPHA:3465;C536747;185480;-;C0796204;G80.8
ORPHA:3466;C536751;194350;-;C1327917;D61.0
ORPHA:3467;-;603592;-;-;E79.8
ORPHA:3469;C536767;207770;-;C0795952;Q04.3
ORPHA:3471;C536718;279000;10063689;C0340037;N46
ORPHA:3472;C536719;216340;-;C1857663;Q87.8
ORPHA:3473;-;135500;-;C0796013;Q87.8
ORPHA:3474;-;280000;-;C1848392;Q87.8
ORPHA:25968;-;132090;-;C1851549;G40.0
ORPHA:25980;-;310440;-;C1839615;G71.8
ORPHA:26106;-;137215;-;C1708349;C16.9
ORPHA:26137;-;-;-;C0751547;L95.8
ORPHA:26348;-;-;-;C0392610;D68.4
ORPHA:26349;-;-;10068370;C2363755;D68.8
ORPHA:26790;D011553;-;10037138;C0033822;C78.6
ORPHA:26791;-;231680;-;C2931346;E71.3
ORPHA:26792;C537596;201470;-;-;E71.3
ORPHA:26793;-;201475;-;C3887523;E71.3
ORPHA:28378;-;276600;10069463;C0268487;E70.2
ORPHA:28455;-;-;-;-;-
ORPHA:29072;-;115310;-;-;C74.1
ORPHA:29073;D009101;254500;10028228;C0026764;C90.0
ORPHA:29207;D016918;-;10003267;C0035012;M02.3
ORPHA:29822;-;-;-;C2931542;G90.8
ORPHA:30391;D001656;210500;10003650;C0005411;Q44.2
ORPHA:30924;-;602014;-;C1865974;E83.4
ORPHA:30925;-;304900;-;-;E23.2
ORPHA:31043;-;248250;-;-;E83.4
ORPHA:31112;C538219;607907;10057070;C0392784;C49.9
ORPHA:31142;-;-;-;-;L43.8
ORPHA:31150;D013631;205400;10051875;C0039292;E78.6
ORPHA:31153;D052456;-;10065156;C0473527;E78.6
ORPHA:31154;D006995;-;-;C0020597;E78.6
ORPHA:31202;D008554;615557;10069748;C0025229;A24.1
ORPHA:31204;C536125;-;10029444;C0028242;A43.1
ORPHA:31205;D011906;-;10037904;C0034686;A25.0
ORPHA:31709;-;602066;-;C1865926;G40.4
ORPHA:31740;D000542;-;10001890;C0002390;J67.4
ORPHA:31824;-;-;-;-;T50.4
ORPHA:31825;-;-;-;-;T51.1
ORPHA:31826;-;-;-;C0413194;T52.8
ORPHA:31827;-;-;-;-;T60.3
ORPHA:31828;-;-;-;-;T46.0
ORPHA:31837;D011668;265450;10037458;C0034091;-
ORPHA:32960;-;142680;-;C1275126;E85.0
ORPHA:33001;C537710;153400;-;C0265345;Q82.0
ORPHA:33067;C537564;156400;-;C0265295;Q78.5
ORPHA:33069;-;615744;-;C0751122;G40.4
ORPHA:33108;C537378;253290;-;C1854678;Q79.8
ORPHA:33110;-;613506;-;C1832241;D80.0
ORPHA:33111;-;-;-;C0376407;C84.0
ORPHA:33208;-;-;-;C0751757;F51.1
ORPHA:33226;D008258;153600;10047801;C0024419;C88.0
ORPHA:33276;D012514;148000;10023284;C0036220;C46.0
ORPHA:33314;-;-;-;C0580181;L98.6
ORPHA:33355;C538361;267500;-;C0272167;D81.0
ORPHA:33364;D054463;616395;10044628;C0740342;L67.8
ORPHA:33402;-;-;-;-;C22.0
ORPHA:33408;-;-;10056960;C0023648;L43.1
ORPHA:33445;C536203;256710;-;C1860157;L81.4
ORPHA:33475;D008585;-;10027249;C0025294;A39.0+
ORPHA:33543;D017593;148840;10053712;C0206085;G47.8
ORPHA:33572;C535322;260005;-;C0268525;E72.8
ORPHA:33573;-;231950;-;C0268524;E72.8
ORPHA:33574;-;230450;-;C1856603;D55.1
ORPHA:33577;D010201;-;10047883;C0030328;M35.6
ORPHA:34149;-;609886;-;-;Q61.5
ORPHA:34217;C538346;601214;-;C1832600;Q87.8
ORPHA:34514;-;601954;-;C1866008;G71.0
ORPHA:34515;-;607155;-;C1846672;G71.0
ORPHA:34516;-;603511;-;C3501858;G71.0
ORPHA:34517;-;-;-;C3148763;G71.0
ORPHA:34520;-;613204;-;C2750786;G71.2
ORPHA:34521;-;-;-;-;-
ORPHA:34526;-;-;-;-;E83.4
ORPHA:34527;-;616418;-;-;E83.4
ORPHA:34528;-;154020;-;C1835171;E83.4
ORPHA:34533;D003317;-;10011005;C0010036;H18.5
ORPHA:34587;-;300257;-;C0878677;E74.0
ORPHA:34592;-;604571;-;C1858266;D81.6
ORPHA:35061;-;-;-;-;B00.1
ORPHA:35062;-;-;-;-;B25.8
ORPHA:35063;-;-;-;-;K72
ORPHA:35064;-;-;-;-;-
ORPHA:35065;-;-;-;-;A40.3
ORPHA:35069;-;610217;-;C0270724;G23.0
ORPHA:35078;-;600802;-;-;D81.2
ORPHA:35093;-;615529;-;C0265534;Q75.0
ORPHA:35098;-;615314;-;-;Q67.3
ORPHA:35099;-;615314;-;C0221356;Q75.0
ORPHA:35107;-;602398;-;C1865596;Q87.8
ORPHA:35120;-;266120;-;C1849507;D55.3
ORPHA:35121;-;200950;-;C0268410;E83.3
ORPHA:35122;C538139;222900;10066387;C1283620;E74.3
ORPHA:35123;-;-;-;-;-
ORPHA:35125;D054000;-;10014985;C0334082;Q85.8
ORPHA:35173;-;302960;-;C0263627;Q77.3
ORPHA:35612;-;613517;-;-;Q11.2
ORPHA:35656;-;-;-;C1843920;-
ORPHA:35664;-;219150;-;-;Q87.8
ORPHA:35686;-;-;-;C0729842;H30.8
ORPHA:35687;D031249;-;10060801;C0878675;D76.3
ORPHA:35688;-;127300;10007700;C0152441;Q74.0
ORPHA:35689;-;611637;10036704;C1968845;G12.2
ORPHA:35696;-;-;-;-;E88.8
ORPHA:35698;-;-;10059396;C0342782;G71.3
ORPHA:35701;-;605911;-;C2751532;E71.3
ORPHA:35704;-;612718;-;C2675179;E72.8
ORPHA:35705;-;-;-;-;E72.8
ORPHA:35706;-;231690;-;C0342873;E72.3
ORPHA:35708;-;608643;-;C1291564;G24.8
ORPHA:35710;-;606824;10066388;C0268186;E74.3
ORPHA:35737;-;120430;10027974;C0549307;Q14.2
ORPHA:35807;-;603737;-;C0346180;C56
ORPHA:35808;-;-;-;-;C56
ORPHA:35858;-;261100;-;C1306856;D51.1
ORPHA:35878;-;606762;-;-;E72.8
ORPHA:35889;-;-;-;-;T40.2
ORPHA:35909;-;227310;-;C1856883;D68.8
ORPHA:35981;-;-;-;C0266464;Q04.3
ORPHA:36204;D008201;-;10025213;C0024215;I89.0
ORPHA:36205;-;-;-;-;-
ORPHA:36234;-;-;-;-;A48.3
ORPHA:36235;-;-;-;-;A38
ORPHA:36236;D013206;-;10041929;C0038165;L00
ORPHA:36237;-;-;10006563;C0021100;L01.0
ORPHA:36238;-;-;-;-;J15.2
ORPHA:36258;-;211480;-;C0040021;I73.1
ORPHA:36273;-;-;-;-;C16.9
ORPHA:36355;-;609821;-;C1853278;D69.8
ORPHA:36367;-;612337;-;-;Q93.5
ORPHA:36382;-;-;-;-;I72.5
ORPHA:36383;-;607595;-;C1843512;-
ORPHA:36386;-;613708;-;C0020071;G60.8
ORPHA:36387;-;613828;-;C3502809;G40.3
ORPHA:36388;-;-;10072106;C0393534;-
ORPHA:36397;D000274;103200;10001294;C0001529;E88.2
ORPHA:36412;-;-;-;-;M31.8
ORPHA:36414;-;-;-;-;-
ORPHA:36426;D013262;608579;10042033;C0038325;L51.1
ORPHA:36899;C536096;616398;-;C1834570;G24.1
ORPHA:36913;-;-;-;C0271865;E20.8
ORPHA:37042;-;304790;-;C0342288;E31.0
ORPHA:37202;D018856;-;10011796;C0282488;N30.1
ORPHA:37553;-;170390;-;C1563715;G72.3
ORPHA:37559;-;-;-;-;L67.8
ORPHA:37612;-;160120;-;C1719788;G11.8
ORPHA:37629;-;-;-;-;-
ORPHA:37748;D019873;-;10062908;C0524988;L50.8
ORPHA:38874;-;222748;-;C0342803;E79.8
ORPHA:39041;-;603554;10069097;C2700553;D81.8
ORPHA:39044;C536494;155720;10061252;C0346373;C69.3
ORPHA:39812;-;614395;10018651;C0018133;T86.0
ORPHA:40366;-;-;-;-;Q86.8
ORPHA:40923;C538011;-;10057429;C0271073;H35.0
ORPHA:41751;C535440;210370;-;C1859486;H15.5
ORPHA:42062;C536285;242600;-;C0268654;E72.0
ORPHA:42642;-;-;-;C2938935;E85.0
ORPHA:42665;C536919;103500;-;C0391816;-
ORPHA:42738;C537592;-;10052210;C1853118;D70
ORPHA:42775;-;606519;10068032;C1847874;Q28.8
ORPHA:43115;-;255125;-;C1850718;G71.3
ORPHA:43116;D020230;-;10040108;C0699828;-
ORPHA:43117;-;-;-;-;T43.0
ORPHA:43119;-;-;-;-;-
ORPHA:43393;D015624;-;10067685;C0022972;G73.1
ORPHA:44890;D046152;606764;10051066;C0238198;C26.9
ORPHA:45358;-;600638;-;C1302995;H49.8
ORPHA:45448;C537480;613318;-;C1850808;G71.0
ORPHA:45452;-;-;-;-;P29.1
ORPHA:45453;-;-;-;C0340487;I47.2
ORPHA:46059;C537880;607330;-;C1846421;Q87.8
ORPHA:46135;-;-;10036685;C0280803;C83.3
ORPHA:46348;-;167400;-;C1833661;-
ORPHA:46484;-;-;-;C0028945;-
ORPHA:46485;-;-;-;-;L10.4
ORPHA:46486;-;164185;10057052;C0030804;L12.1
ORPHA:46487;-;-;10056508;C0079293;L12.3
ORPHA:46488;-;-;10024515;C0406650;L10.8
ORPHA:46489;-;-;-;-;-
ORPHA:46532;-;142335;-;-;D56.4
ORPHA:46627;C538076;169100;-;C1868570;Q87.8
ORPHA:46658;-;-;-;-;-
ORPHA:46724;D002538;108010;-;C0917804;Q28.2
ORPHA:47044;C538614;605074;-;C2931899;C64
ORPHA:47045;-;120100;10064570;C0343068;L50.2
ORPHA:47159;-;179830;10037080;C0268435;N25.8
ORPHA:47612;D005258;134750;10016386;C0015773;M05.0
ORPHA:48104;D017511;-;10037635;C0085652;L88
ORPHA:48162;-;-;10065580;C1695985;G61.8
ORPHA:48372;-;-;-;-;K76.8
ORPHA:48377;-;-;10042342;C0600336;L13.1
ORPHA:48431;-;604168;-;C1858726;Q87.8
ORPHA:48435;-;-;-;-;I77.6
ORPHA:48471;D054082;-;10048911;C0266463;Q04.3
ORPHA:48652;-;606232;-;C1853490;Q93.5
ORPHA:48686;D054685;-;10065857;C1292753;C83.8
ORPHA:48736;-;-;-;-;C71.9
ORPHA:48818;C536004;604290;-;C0878682;G23.0
ORPHA:48918;-;-;-;C0751357;M60.8
ORPHA:49041;D012185;228800;10038979;C0035357;N13.5
ORPHA:49042;D003811;-;10054013;C0011436;K00.5
ORPHA:49382;-;616517;10000454;C0152200;H53.5
ORPHA:49566;D014884;-;10037556;C0085650;D65
ORPHA:49804;-;-;-;-;L99.0*
ORPHA:49827;C536510;249270;-;C0342287;Q21.0
ORPHA:50251;D008654;156240;10027406;C0812413;C45.0
ORPHA:50809;-;609655;-;C1864784;-
ORPHA:50810;-;-;-;-;Q04.3
ORPHA:50811;-;608154;-;C1842465;Q78.8
ORPHA:50812;-;-;-;-;Q87.8
ORPHA:50814;-;607812;-;C1843042;Q75.8
ORPHA:50815;-;609166;-;C1836673;Q87.0
ORPHA:50816;-;-;-;-;-
ORPHA:50817;-;-;-;-;-
ORPHA:50839;D002372;-;10007729;C0238909;A28.1
ORPHA:50918;-;-;-;C0398367;I88.1
ORPHA:50920;-;615554;-;-;D24
ORPHA:50942;-;148700;-;-;Q82.8
ORPHA:50943;C536155;148370;-;C0406756;-
ORPHA:50944;-;224750;-;C1857069;Q82.8
ORPHA:50945;C537914;215045;-;C1859148;Q78.8
ORPHA:51013;-;-;-;-;-
ORPHA:51083;-;609620;-;-;I49.8
ORPHA:51084;-;613600;-;-;I49.8
ORPHA:51188;C535737;602473;-;C1865349;G31.8
ORPHA:51208;-;229100;-;C0268609;E70.8
ORPHA:51577;-;-;-;C0431376;Q04.3
ORPHA:51608;C537440;614473;-;C1859727;Q28.8
ORPHA:51636;C536697;193670;-;C0472817;D81.8
ORPHA:51890;-;-;-;-;G58.0
ORPHA:52022;C538356;601224;-;C1832588;Q93.5
ORPHA:52047;-;608406;-;C1842082;Q87.8
ORPHA:52054;-;608432;-;-;Q87.0
ORPHA:52055;-;300472;-;C1845446;Q87.8
ORPHA:52056;-;608571;-;C1837830;Q73.8
ORPHA:52183;-;-;-;-;-
ORPHA:52368;C535808;304700;-;C0796074;G31.8
ORPHA:52416;D020522;-;10061275;C0555202;C83.1
ORPHA:52417;-;137245;10060707;C0242647;C88.4
ORPHA:52427;-;136880;-;C0311338;H35.5
ORPHA:52428;-;-;-;-;-
ORPHA:52429;-;608389;-;-;Q87.0
ORPHA:52430;-;615424;-;C1833662;G71.8
ORPHA:52503;-;300352;-;C1845862;E72.8
ORPHA:52530;-;177820;-;C1280798;D69.8
ORPHA:52662;-;-;-;-;-
ORPHA:52688;D009190;614286;10028532;C3463824;-
ORPHA:52759;D056647;-;10047115;C0042384;-
ORPHA:52901;C537070;229070;-;C1856716;E23.6
ORPHA:52994;-;-;-;-;D31.6
ORPHA:53035;C531647;600643;10013003;C1833541;Q44.6
ORPHA:53271;C537369;602849;-;C1864436;Q87.0
ORPHA:53296;-;115250;-;C0406817;L94.8
ORPHA:53347;C536607;601003;-;C1832918;G71.8
ORPHA:53351;-;314250;-;C1839130;G24.1
ORPHA:53372;C537682;190100;-;C2931589;G25.3
ORPHA:53540;-;268100;-;C1849394;H35.5
ORPHA:53583;-;601042;-;C1832855;G24.8
ORPHA:53689;C536210;214700;-;C0267662;P78.3
ORPHA:53690;-;223000;-;C0268179;E73.0
ORPHA:53691;-;121400;-;-;Q13.4
ORPHA:53693;C537934;603358;-;C1864002;E88.8
ORPHA:53696;-;611890;-;C2678471;-
ORPHA:53697;-;166260;-;-;-
ORPHA:53698;-;608358;-;-;G71.2
ORPHA:53715;-;610455;10059364;C0263628;M11.2
ORPHA:53719;C536752;-;10048661;C0265321;Q28.2
ORPHA:53721;-;-;10068841;C0346068;Q27.3
ORPHA:53739;-;-;-;C0393541;-
ORPHA:54028;D011004;-;10040664;C0032249;D50.1
ORPHA:54057;D011697;274150;10043648;C0034155;M31.1
ORPHA:54238;-;-;-;-;-
ORPHA:54247;-;-;-;-;G31.1
ORPHA:54251;-;-;-;-;-
ORPHA:54260;-;615373;-;C1960469;I42.8
ORPHA:54272;D018248;-;10019827;C0206669;D13.4
ORPHA:54368;D012523;-;10039483;C0036231;A07.8
ORPHA:54370;D015432;305800;10018370;C0017662;N00.5
ORPHA:54595;D003397;-;10011318;C0010276;D44.4
ORPHA:55595;-;608423;-;C1842062;G71.0
ORPHA:55596;-;609115;-;C1836765;G71.0
ORPHA:55654;C537160;618275;-;C1854310;L65.8
ORPHA:55655;D008586;-;10027253;C0025295;G00.1
ORPHA:55880;D002813;215300;10008734;C0008479;C49.9
ORPHA:55881;D050398;102660;-;C1367554;C40.2
ORPHA:56044;-;-;10007426;C0235782;-
ORPHA:56304;C535395;256050;-;C1850555;Q77.5
ORPHA:56305;-;108721;-;C3668942;Q78.8
ORPHA:56425;-;-;-;C0175816;D59.1
ORPHA:56965;-;-;-;-;-
ORPHA:56970;-;-;-;C0162534;A81.1
ORPHA:57145;D050798;-;10061981;C1262087;G44.8
ORPHA:57146;-;-;-;-;-
ORPHA:57194;-;-;-;-;-
ORPHA:57196;-;-;-;-;M85.3
ORPHA:57777;-;-;-;-;I42.8
ORPHA:57782;-;-;-;-;M85.0
ORPHA:58017;D007943;-;10019053;C0023443;C91.4
ORPHA:58040;D018215;-;10004430;C0029417;D16.0
ORPHA:58220;-;-;-;-;-
ORPHA:59135;-;160500;-;-;G71.0
ORPHA:59181;-;264420;-;C0339515;H35.5
ORPHA:59298;-;272100;-;C0007795;G37.0
ORPHA:59303;-;607626;-;C1843355;-
ORPHA:59305;D031901;-;10061988;C1135868;-
ORPHA:59306;-;300842;-;C0398568;G10
ORPHA:59315;-;-;-;C1866130;Q04.3
ORPHA:60014;D001129;-;10003094;C0003782;T56.8
ORPHA:60015;-;609597;-;C1868598;Q75.8
ORPHA:60025;-;265100;10037315;C0155912;J84.0
ORPHA:60026;-;178610;-;-;-
ORPHA:60030;-;610168;-;C1836635;Q87.4
ORPHA:60032;C535297;-;10059314;C1168198;-
ORPHA:60033;-;613021;-;C0339985;J47
ORPHA:60039;D060545;-;-;C1997249;M79.2
ORPHA:60040;-;602501;-;C1865285;Q87.3
ORPHA:60041;C535758;234700;10019263;C0149530;Q24.6
ORPHA:63259;-;-;10022034;C0152234;Q00.2
ORPHA:63260;-;-;10011321;C0152426;Q00.1
ORPHA:63261;-;-;-;-;-
ORPHA:63269;-;-;-;-;-
ORPHA:63273;-;614065;-;-;G71.0
ORPHA:63275;D006559;-;10019939;C0019343;L12.8
ORPHA:63440;-;616602;-;C0030044;Q75.0
ORPHA:63442;-;105835;10066017;C1739384;Q78.8
ORPHA:63443;-;-;10017758;C0024623;-
ORPHA:63446;-;607778;-;C1843096;Q78.8
ORPHA:63454;C536309;-;-;C1868569;H35.5
ORPHA:63455;-;-;10057056;C1112570;L10.8
ORPHA:63862;C536633;-;-;C2931271;Q87.8
ORPHA:63999;C536136;-;10027074;C0264573;J98.5
ORPHA:64280;-;607681;-;-;G40.3
ORPHA:64542;-;-;-;-;Q75.4
ORPHA:64545;-;-;-;-;G40.4
ORPHA:64686;D020333;-;10051526;C0392060;H49.8
ORPHA:64692;D001474;-;-;C0348974;A44.0
ORPHA:64694;D014205;-;10044582;C0040830;A79.0
ORPHA:64720;D007890;-;10024189;C0023269;C49.9
ORPHA:64722;D058890;-;-;C0405469;N61
ORPHA:64734;D057129;-;10053678;C0339285;H21.1
ORPHA:64739;D016471;608115;10033266;C0085083;N98.1
ORPHA:64740;-;-;10033657;C0267937;K85.8
ORPHA:64741;D018202;-;-;C0206629;C34.1
ORPHA:64742;C537516;601200;-;C1266144;C34.1
ORPHA:64743;-;-;-;-;K74.1
ORPHA:64744;-;-;10039142;C0154162;E06.5
ORPHA:64745;C535817;178995;10066100;C0269680;O26.8
ORPHA:64746;-;-;-;C0270914;G60.0
ORPHA:64747;-;-;-;-;G60.0
ORPHA:64748;C538392;618184;-;C0011195;G60.0
ORPHA:64749;-;-;-;-;G60.0
ORPHA:64751;-;600361;-;-;G60.0
ORPHA:64752;D000699;608654;-;C0002768;G60.8
ORPHA:64753;-;606002;-;-;G60.2
ORPHA:64754;-;617025;-;C0265987;Q82.5
ORPHA:64755;-;604919;-;C1858042;D22.5
ORPHA:65250;-;-;-;C0520720;G54.8
ORPHA:65279;-;-;-;-;-
ORPHA:65282;-;615821;-;C1854063;-
ORPHA:65283;C536962;601005;-;C1832916;I45.8
ORPHA:65284;C537658;607483;-;C1843807;G25.8
ORPHA:65285;-;158350;-;C1266181;Q04.8
ORPHA:65286;-;609425;-;C2674949;Q93.5
ORPHA:65287;-;613161;-;C1291512;E79.8
ORPHA:65288;-;609069;-;C1836780;-
ORPHA:65681;-;-;10046879;C1321884;Q52.0
ORPHA:65682;-;605479;-;C0149841;K83.1
ORPHA:65683;-;607341;-;C2938983;Q04.8
ORPHA:65684;C538253;602440;10069681;C1865384;G12.8
ORPHA:65720;-;609128;-;C1836756;Q68.8
ORPHA:65743;-;178110;-;C1867440;Q79.8
ORPHA:65748;-;132800;-;C0546476;C44.7
ORPHA:65753;-;-;-;C0751036;G60.0
ORPHA:65759;-;201000;-;C1275078;Q87.0
ORPHA:65798;-;201020;-;C0265303;Q87.0
ORPHA:66518;-;-;-;-;E13
ORPHA:66529;-;-;-;C1168291;I42.8
ORPHA:66624;-;-;-;-;-
ORPHA:66625;-;605627;-;C1854108;Q87.0
ORPHA:66627;D013586;-;-;C0039106;M12.2
ORPHA:66628;-;614962;-;-;E66.8
ORPHA:66629;C537279;609460;-;C1836123;Q87.8
ORPHA:66630;-;118980;-;C0265565;Q74.0
ORPHA:66631;-;609528;-;C1836033;Q82.8
ORPHA:66633;-;-;-;-;-
ORPHA:66634;-;610198;-;C1857776;E71.1
ORPHA:66637;-;608022;-;C1842691;Q78.8
ORPHA:66646;D034701;-;-;C1136033;Q82.2
ORPHA:66661;D012515;-;-;C0036221;C96.2
ORPHA:66662;-;-;-;C0272202;C96.2
ORPHA:67036;C537128;165300;-;C1833809;H47.2
ORPHA:67037;-;-;-;-;-
ORPHA:67038;D015451;151400;10008958;C0855095;C91.1
ORPHA:67039;-;-;-;-;K00.4
ORPHA:67041;-;601492;-;C1291490;E76.2
ORPHA:67042;-;605670;-;C1854065;-
ORPHA:67043;D015823;-;10069408;C0000880;B60.1+
ORPHA:67044;-;300367;-;C1845837;D69.4
ORPHA:67045;-;300123;-;C1848068;E23.0
ORPHA:67046;-;250950;-;C0342728;E71.1
ORPHA:67047;C535311;258501;-;C0574084;E71.1
ORPHA:67048;-;250951;-;C1855126;E71.1
ORPHA:68329;-;-;-;-;-
ORPHA:68334;-;-;-;-;-
ORPHA:68335;D002869;-;-;C0008625;-
ORPHA:68336;-;-;-;-;-
ORPHA:68341;-;-;-;-;-
ORPHA:68346;-;-;-;C0037277;-
ORPHA:68347;-;-;-;-;-
ORPHA:68348;-;-;-;-;-
ORPHA:68354;D012893;-;10040984;C0851578;-
ORPHA:68356;-;-;10024381;C0023520;E75.2
ORPHA:68361;-;-;-;C3711374;-
ORPHA:68362;-;-;-;C0042373;-
ORPHA:68363;-;-;-;C0393593;-
ORPHA:68364;D006453;-;10060892;C0019045;D58.9
ORPHA:68366;-;-;-;-;-
ORPHA:68367;D008661;-;10062018;C0025521;-
ORPHA:68373;D018901;-;-;C0282528;-
ORPHA:68378;-;-;-;C0206762;-
ORPHA:68380;D028361;-;-;C0751651;-
ORPHA:68381;D009468;-;10029323;C0027868;-
ORPHA:68383;-;-;-;-;D61.0
ORPHA:68385;-;-;-;-;-
ORPHA:68388;-;-;-;-;-
ORPHA:68402;-;-;-;C0242422;-
ORPHA:68411;-;-;-;C0005967;-
ORPHA:68415;-;-;-;-;-
ORPHA:68416;-;-;-;-;-
ORPHA:68419;-;-;-;-;-
ORPHA:69028;-;-;-;-;Q73.8
ORPHA:69061;-;615861;-;-;N04.0
ORPHA:69063;-;-;-;-;P96.0
ORPHA:69076;-;233100;-;C3245525;E74.8
ORPHA:69077;D018335;609322;-;C0206743;C49.9
ORPHA:69078;D008080;613488;10024627;C0023827;C49.9
ORPHA:69082;-;601957;-;C1865998;-
ORPHA:69083;-;601345;-;C1832444;-
ORPHA:69084;-;614927;-;C1865951;-
ORPHA:69085;C535903;603543;-;C1863753;-
ORPHA:69087;-;161000;-;C0343111;Q82.4
ORPHA:69088;-;300301;-;C1845919;Q78.2
ORPHA:69125;-;106750;-;C1862844;-
ORPHA:69126;C536253;604416;-;C1858361;-
ORPHA:69663;-;600803;10068936;C2609268;-
ORPHA:69665;C535932;147480;-;-;O26.6
ORPHA:69723;-;276710;10069461;C0268623;E70.2
ORPHA:69735;-;137940;-;-;-
ORPHA:69736;-;-;-;-;-
ORPHA:69737;-;601536;-;C1832216;Q87.8
ORPHA:69739;C535397;601536;-;C1832215;-
ORPHA:69744;-;-;-;-;-
ORPHA:69745;-;-;10068856;C0334063;-
ORPHA:70470;-;-;-;-;-
ORPHA:70472;-;220111;-;C1857355;G31.8
ORPHA:70474;-;618252;-;-;G31.8
ORPHA:70475;-;-;10037766;C0400827;K62.7
ORPHA:70476;-;-;-;C0022577;H16.2
ORPHA:70482;-;-;10030155;C0152018;-
ORPHA:70567;D001650;615619;10004593;C0740277;C22.1
ORPHA:70568;-;-;10051358;C0432487;D47.9
ORPHA:70573;-;182280;-;C0149925;C34.9
ORPHA:70578;-;-;-;-;J80
ORPHA:70587;-;267450;-;C0020192;P22.0
ORPHA:70588;D008471;-;-;C0025048;P24.0
ORPHA:70589;D001997;-;10006475;C0006287;P27.1
ORPHA:70590;-;-;-;-;P28.4
ORPHA:70591;-;612862;10068739;C2363973;-
ORPHA:70592;-;607676;-;C1843256;D84.8
ORPHA:70593;-;-;-;-;D80.8
ORPHA:70594;-;612716;-;C0268468;G24.1
ORPHA:70595;C537583;607459;-;C1843851;G71.3
ORPHA:70596;-;-;-;-;P35.8
ORPHA:71198;-;-;-;-;-
ORPHA:71202;-;-;-;-;D69.1
ORPHA:71203;-;-;10050245;C0242584;D69.3
ORPHA:71209;-;-;-;C0037579;-
ORPHA:71211;D009471;-;10029322;C0027873;G36.0
ORPHA:71212;-;609975;-;C1291230;E71.3
ORPHA:71213;-;-;-;C0730304;D18.0
ORPHA:71267;-;-;-;-;-
ORPHA:71269;-;-;-;-;-
ORPHA:71270;-;-;-;-;-
ORPHA:71271;-;220600;-;C1857344;Q87.2
ORPHA:71272;C537234;-;10066142;C0338465;G24.8
ORPHA:71273;D059228;-;-;C3178770;-
ORPHA:71274;-;-;-;-;D20.1
ORPHA:71275;-;617970;-;C0272052;D58.8
ORPHA:71276;-;-;-;C3698095;-
ORPHA:71277;-;606777;-;C1847501;G93.4
ORPHA:71278;-;610015;-;-;E72.8
ORPHA:71279;C537980;-;-;C2931684;G61.8
ORPHA:71281;-;-;-;-;-
ORPHA:71289;-;616738;-;C1854273;Q87.2
ORPHA:71290;-;616216;-;C1832388;D69.4
ORPHA:71291;-;-;-;-;-
ORPHA:71493;-;601977;-;-;D75.2
ORPHA:71505;-;-;-;C1321315;-
ORPHA:71516;-;-;-;-;-
ORPHA:71517;-;128235;-;C1868681;G24.1
ORPHA:71518;-;-;-;-;G24.3
ORPHA:71519;-;-;10072376;C3267131;F44.4
ORPHA:71526;-;609734;-;C1857854;E66.8
ORPHA:71528;-;600955;-;-;E66.8
ORPHA:71529;-;601665;-;-;E66.8
ORPHA:71859;-;-;-;-;-
ORPHA:71862;D058499;-;10038857;C0854723;-
ORPHA:71864;-;-;-;-;-
ORPHA:73014;-;-;-;-;-
ORPHA:73217;C537371;-;-;C0431637;-
ORPHA:73220;-;309580;-;-;-
ORPHA:73223;-;-;-;-;Q87.8
ORPHA:73224;-;-;-;-;N25.8
ORPHA:73229;-;611773;-;C2673195;I99
ORPHA:73230;-;-;-;-;Q79.8
ORPHA:73245;-;-;-;-;G12.8
ORPHA:73246;-;-;-;-;Q87.8
ORPHA:73247;D057765;610247;10064212;C0341106;K20
ORPHA:73256;-;-;-;C0206719;-
ORPHA:73260;D010229;-;10061906;C0030409;B41.0
ORPHA:73263;D020096;-;10028098;C0043541;B46.5
ORPHA:73267;-;-;-;C0751759;G47.2
ORPHA:73271;-;614200;-;-;D69.8
ORPHA:73272;-;608747;-;C1837475;E34.3
ORPHA:73273;-;270450;-;C1849157;E34.3
ORPHA:73274;-;-;10053745;C1096116;D68.4
ORPHA:73423;-;-;-;C0274888;T62.2
ORPHA:75110;D009198;-;10028586;C0027030;B87.0
ORPHA:75233;D015223;278000;10053687;C0043208;E75.5
ORPHA:75234;-;278000;-;C0008384;E75.5
ORPHA:75249;-;115210;-;-;I42.5
ORPHA:75325;C536064;609993;-;C1864942;-
ORPHA:75326;-;180000;-;-;Q14.1
ORPHA:75327;C537835;136550;-;C0730294;H35.5
ORPHA:75373;C535356;600790;-;C1833321;-
ORPHA:75374;-;608415;-;-;H53.8
ORPHA:75376;-;126700;-;C1832174;H35.5
ORPHA:75377;C535358;215500;-;C1536451;H31.2
ORPHA:75378;-;-;-;-;-
ORPHA:75381;-;153880;-;-;H35.5
ORPHA:75382;C537743;258100;-;C1306122;H53.6
ORPHA:75389;-;-;-;-;Q87.8
ORPHA:75391;-;609981;-;-;D84.8
ORPHA:75392;-;617174;-;C0268347;Q79.6
ORPHA:75496;C536201;130070;-;C1869122;Q79.6
ORPHA:75497;C536197;305200;-;C0268341;Q79.6
ORPHA:75501;-;-;-;-;-
ORPHA:75508;-;-;-;-;-
ORPHA:75563;C536761;300751;-;-;D64.0
ORPHA:75564;-;-;-;C1264195;D64.3
